charger_id,station_id,charger_name,type,power_rating_kw,price,currency,symbol,price_display,last_used_on,connector_count,available_connector_count
59176,10000,M/s. ARFATH FILLING STATION,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59177,10001,M/s. K.VENKATA LAKSHMI SRINIVAS,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59179,10003,M/s. M/S SRIGOPAL SER.STN,DC,120.0,14.0,INR,₹,₹ 14.0,27/04/2026,2,0
59180,10004,"M/s. TUBA FILLING STATION,",DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59182,10006,BP HALOL,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59183,10007,Vajra Greens Basement GBT Charger,DC,60.0,15.99,INR,₹,₹ 15.99,21/05/2026,2,0
59184,10008,Patiala Heritage DC Charger,DC,240.0,21.99,INR,₹,₹ 21.99,21/05/2026,2,0
59185,10009,MAA PETROLEUM GJ,DC,120.0,14.0,INR,₹,₹ 14.0,20/05/2026,2,2
59186,10010,M/s. MAA PETROLEUM PADRA,DC,120.0,14.0,INR,₹,₹ 14.0,21/05/2026,2,2
59187,10011,EESL Statiq Dwarka Sec 2 AC Charger 1a,AC,3.3,4.2,INR,₹,₹ 4.2,03/05/2025,1,0
59188,10011,EESL Statiq Dwarka Sec 2 AC Charger 1b,AC,3.3,4.2,INR,₹,₹ 4.2,,1,0
59189,10011,EESL Statiq Dwarka Sec 2 AC Charger 1c,AC,3.3,4.2,INR,₹,₹ 4.2,,1,0
68439,10011,EESL-DTC Dwarka Sec 2 AC Charger 2(a),AC,3.3,1.6,INR,₹,₹ 1.6,,1,0
68440,10011,EESL-DTC Dwarka Sec 2 AC Charger 2(b),AC,3.3,1.6,INR,₹,₹ 1.6,,1,0
68441,10011,EESL-DTC Dwarka Sec 2 AC Charger 2(c),AC,3.3,1.6,INR,₹,₹ 1.6,,1,0
68110,10012,SRI SANATH KUMARA AGENCIES,DC,60.0,14.0,INR,₹,₹ 14.0,,2,0
59190,10013,M/s. KESHAV PETROLEUM,DC,120.0,14.0,INR,₹,₹ 14.0,03/12/2025,2,0
59191,10015,Shakti Pratap,DC,120.0,14.0,INR,₹,₹ 14.0,01/01/2026,2,0
59192,10016,KRISHNA PETROLEUM,DC,120.0,14.0,INR,₹,₹ 14.0,11/07/2025,2,0
59193,10017,RUDRA PETROLEUM GJ,DC,120.0,14.0,INR,₹,₹ 14.0,20/05/2026,2,2
59194,10018,Pooth Haveli DC Charger Phone:-9990681200,DC,120.0,20.0,INR,₹,₹ 20.0,21/05/2026,2,2
59195,10019,TCZ KL | Pathanamthitta | SS Hyundai 1,DC,120.0,22.0,INR,₹,₹ 22.0,06/01/2026,2,2
60754,10020,YHB G R Charging Station 6,DC,120.0,20.0,INR,₹,₹ 20.0,21/05/2026,1,1
60755,10020,YHB G R Charging Station 7,DC,120.0,20.0,INR,₹,₹ 20.0,21/05/2026,1,1
59198,10021,EPL Ecoplug Rukhi Haveli Dhaba 1,DC,120.0,22.0,INR,₹,₹ 22.0,19/05/2026,2,0
67590,10021,EPL Ecoplug Rukhi Haveli Dhaba 2,AC,26.0,20.0,INR,₹,₹ 20.0,03/03/2026,3,3
59199,10022,EPL Ecoplug Player Shudh Vaishno Dhaba and Dharm Kanta 1,DC,120.0,22.0,INR,₹,₹ 22.0,10/05/2026,2,2
69928,10022,EPL Ecoplug Player Shudh Vaishno Dhaba and Dharm Kanta 2,AC,26.0,20.0,INR,₹,₹ 20.0,,3,0
59201,10024,TEC Mahalaxmi EV Station-FTCT000541 1,AC,6.0,24.16,INR,₹,₹ 24.16,29/11/2025,2,1
59205,10026,TCZ TN | Coimbatore | Lotus Hyundai 1,DC,120.0,22.0,INR,₹,₹ 22.0,02/05/2026,2,2
59206,10027,Aavas Hotel & Resort DC Charger,DC,120.0,21.99,INR,₹,₹ 21.99,21/05/2026,2,2
59207,10028,P N TRADING,DC,120.0,14.0,INR,₹,₹ 14.0,21/05/2026,2,2
59208,10029,SHRI SAI RAMA FILLING STATION,DC,120.0,14.0,INR,₹,₹ 14.0,21/05/2026,2,2
59210,10031,SRI LAXMI FILLING STATION,DC,120.0,14.0,INR,₹,₹ 14.0,21/05/2026,2,2
59211,10032,ALUGUNURS FUEL STATION,DC,120.0,14.0,INR,₹,₹ 14.0,20/05/2026,2,2
59212,10033,GAYATRI FILLING STAITON,DC,120.0,14.0,INR,₹,₹ 14.0,21/05/2026,2,0
59213,10034,P. S. FILLING STATION,DC,120.0,14.0,INR,₹,₹ 14.0,21/05/2026,2,0
59214,10035,Express Tower DC Charger,DC,120.0,21.99,INR,₹,₹ 21.99,21/05/2026,2,2
59215,10036,Hotel Paradise DC Charger,DC,180.0,24.15,INR,₹,₹ 24.15,21/05/2026,2,2
59217,10038,M/s. Tirukumaran Fuels,DC,120.0,14.0,INR,₹,₹ 14.0,14/04/2026,2,0
59234,10054,2005527-NILANJAY SERVICES,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59253,10073,2017695-DEVANSH PETROLEUM,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59258,10074,2012123-JAY KAMALAJAA PETROLEUM,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59259,10077,2001328-SHREE PETROLEUM MOTALA,DC,120.0,14.0,INR,₹,₹ 14.0,20/05/2026,2,2
59260,10078,2001305-M.S.AGRAWAL,DC,120.0,14.0,INR,₹,₹ 14.0,21/02/2026,2,0
59261,10079,2023897-DURGESH PETROLEUM,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59282,10098,M R FILLING STATION,DC,120.0,14.0,INR,₹,₹ 14.0,21/05/2026,2,2
59300,10113,MMB Mahalaxmi EV Charging Station 1,AC,7.0,16.0,INR,₹,₹ 16.0,11/06/2025,1,1
59301,10114,T S CO OP MARKETING FEDERATION LTD,DC,120.0,14.0,INR,₹,₹ 14.0,11/02/2026,2,0
59302,10115,PERTRONET SERVICES,DC,120.0,14.0,INR,₹,₹ 14.0,21/05/2026,2,2
59304,10117,SHREE LAXMI NARASIMHA FILLING STN,DC,120.0,14.0,INR,₹,₹ 14.0,17/05/2026,2,0
59307,10118,BISON BHARAT FUELS/ TS Police Welfare Society,DC,120.0,14.0,INR,₹,₹ 14.0,29/04/2026,2,0
59308,10119,S M FILLING STATION,DC,120.0,14.0,INR,₹,₹ 14.0,26/04/2026,2,0
59309,10120,SRI PADMAVATHI BALAJI FILLING STATN,DC,120.0,14.0,INR,₹,₹ 14.0,11/02/2026,2,0
59310,10121,GURUDEEP FINANCE & TRANSPORT CO,DC,120.0,14.0,INR,₹,₹ 14.0,20/05/2026,2,0
59312,10123,SAI BALAJI FILLING STATION,DC,120.0,14.0,INR,₹,₹ 14.0,21/05/2026,2,1
59313,10124,SHIVA SAI FILLING STATION,DC,120.0,14.0,INR,₹,₹ 14.0,13/04/2026,2,2
59351,10129,CJK Near Helipad MDDA Park DC 1,DC,120.0,25.0,INR,₹,₹ 25.0,30/05/2025,2,2
62601,10129,CJK Near Helipad MDDA Park DC 2,DC,60.0,25.0,INR,₹,₹ 25.0,,1,1
59639,10131,YHB Hotel Radha Palace 2,DC,40.0,21.0,INR,₹,₹ 21.0,18/05/2026,1,1
60819,10132,"YHB Mamta Hotel & Restaurant Khatu Shyam Ji Mode Palsana jaipur to siker NH 52, KHATU SHYAM JI, MOD, near Mamta hotel and restaurant, Mandha, 3",DC,40.0,21.0,INR,₹,₹ 21.0,17/05/2026,1,1
60759,10133,YHB Hotel Vesta Bikaner Palace 3,DC,40.0,21.0,INR,₹,₹ 21.0,13/05/2026,1,1
69145,10133,YHB Hotel Vesta Bikaner Palace 4,AC,22.0,18.95,INR,₹,₹ 18.95,,1,0
69146,10133,YHB Hotel Vesta Bikaner Palace 5,AC,22.0,18.95,INR,₹,₹ 18.95,27/04/2026,1,1
59357,10134,YHB Max Mototech (Cars24 Network) 1,DC,40.0,21.0,INR,₹,₹ 21.0,,1,0
59482,10134,YHB Max Mototech (Cars24 Network) 3,DC,40.0,21.0,INR,₹,₹ 21.0,16/05/2026,1,1
59362,10135,BP KAREDU,DC,30.0,14.0,INR,₹,₹ 14.0,12/06/2025,1,0
59363,10136,Hyundai M Conventions DC Charger,DC,120.0,26.0,INR,₹,₹ 26.0,21/05/2026,2,2
59364,10137,Hyundai Hotel Saravana Bhavan DC Charger,DC,120.0,26.0,INR,₹,₹ 26.0,20/05/2026,2,2
59365,10138,Hyundai Shiva Dhaba DC Charger 1,DC,180.0,24.0,INR,₹,₹ 24.0,21/05/2026,2,1
59366,10138,Hyundai Shiva Dhaba DC Charger 2,DC,60.0,21.0,INR,₹,₹ 21.0,20/05/2026,1,1
59373,10140,33/11 KV Praga Tools Sub Station ,DC,60.0,13.0,INR,₹,₹ 13.0,21/05/2026,2,1
59368,10141,JAYA SHREE FILLING STATION,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59369,10142,Holiday Inn Express Yeshwantpur DC Charger,DC,120.0,21.99,INR,₹,₹ 21.99,20/05/2026,2,2
59370,10143,M/s. OM SIVAN & CO.,DC,120.0,14.0,INR,₹,₹ 14.0,21/05/2026,2,0
59374,10144,2012340 - NANA PETROLEUM,DC,120.0,14.0,INR,₹,₹ 14.0,20/05/2026,2,1
61004,10145,YHB Shiva Tourist Dhaba by Avneesh Sharma 5,DC,60.0,22.11,INR,₹,₹ 22.11,21/05/2026,1,1
61005,10145,YHB Shiva Tourist Dhaba by Avneesh Sharma 6,DC,60.0,20.0,INR,₹,₹ 20.0,20/05/2026,1,1
59377,10146,2015824-PARASON PETROLEUM,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59378,10147,2000977-GAURESH PETROLEU,DC,120.0,14.0,INR,₹,₹ 14.0,18/05/2026,2,0
59379,10148,Holiday Inn Express Pimpri DC Charger,DC,120.0,30.0,INR,₹,₹ 30.0,20/05/2026,2,2
59380,10149,2024200-BHATIA PETROLEUM,DC,120.0,14.0,INR,₹,₹ 14.0,04/01/2026,2,0
59381,10150,2012479-HARSH PETROLEUM,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59382,10151,2000933-PATEL AUTOMOBILES,DC,120.0,14.0,INR,₹,₹ 14.0,28/03/2026,2,0
59385,10154,2012697-MANSING PETROLEUM,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59388,10157,DAULAT AUTOMOBILES,DC,120.0,14.0,INR,₹,₹ 14.0,07/05/2026,2,0
59389,10158,2000851-ARIHANT AUTO CARE CENTER,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59390,10159,2000842-SHYAM AUTOMOBILES,DC,120.0,14.0,INR,₹,₹ 14.0,14/05/2026,2,0
59391,10160,2014444-AJIT PETROLEUM,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59393,10162,2022023-SHREE MARUTI FILLING,DC,120.0,14.0,INR,₹,₹ 14.0,19/05/2026,2,0
59394,10163,AKASH PETROLEUM,DC,120.0,14.0,INR,₹,₹ 14.0,20/05/2026,2,0
59395,10164,SHRI BALAJI PETROLEUM,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59396,10165,MAULI HIGHWAY SERVICES,DC,120.0,14.0,INR,₹,₹ 14.0,31/03/2026,2,0
59397,10166,JAYESH PETROLEUM,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59398,10167,MANOHAR PETROLEUM,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59399,10168,K N BHISE,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59400,10169,BHASKAR AUTO SERVICE,DC,120.0,14.0,INR,₹,₹ 14.0,19/05/2026,2,0
59401,10170,ANIMESH PETROLEUM,DC,120.0,14.0,INR,₹,₹ 14.0,20/05/2026,2,0
59403,10171,33/11 KV Cherlapally-III (Sub Station),DC,60.0,13.0,INR,₹,₹ 13.0,21/05/2026,2,2
68618,10172,2005376-DJ & SONS KONGARA,DC,120.0,14.0,INR,₹,₹ 14.0,25/03/2026,2,0
59405,10173,Holiday Inn Express HITEC City DC Charger,DC,240.0,21.99,INR,₹,₹ 21.99,07/05/2026,2,2
59478,10174,EVX UP | Agra | Prime Star 1,DC,360.0,28.0,INR,₹,₹ 28.0,21/05/2026,2,2
59531,10182,TCZ MH | Mumbai | NSCI - Worli 1,DC,60.0,21.5,INR,₹,₹ 21.5,18/05/2026,2,0
59535,10185,TCZ MH | Wai | Hotel Sai Park Inn 1,DC,60.0,21.0,INR,₹,₹ 21.0,21/05/2026,2,0
59537,10187,TCZ GJ | Jetalsar | Hotel Vraj Vatika 1,DC,120.0,22.0,INR,₹,₹ 22.0,20/05/2026,2,2
59567,10213,TCZ KA | Bengaluru |  Courtyard by Marriott & Fairfield by Marriott - Bengaluru Outer Ring Road 1,DC,120.0,23.5,INR,₹,₹ 23.5,20/05/2026,2,2
59584,10223,TCZ GJ | Vadodara | Vadodara Airport 1,DC,60.0,22.0,INR,₹,₹ 22.0,17/05/2026,2,2
59586,10225,TCZ GA | Goa | Fairfield by Marriott Goa Calangute 1,DC,30.0,21.5,INR,₹,₹ 21.5,20/05/2026,1,1
59654,10257,SHAHEED RAM AVTAR YADAV FLG STN.,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59657,10258,EPL Ecoplug Hotel Goldys 1,DC,120.0,22.0,INR,₹,₹ 22.0,20/05/2026,2,2
62919,10258,EPL Ecoplug Hotel Goldys 2,AC,21.0,22.0,INR,₹,₹ 22.0,,3,0
69933,10258,EPL Ecoplug Hotel Goldys 3,AC,26.0,20.0,INR,₹,₹ 20.0,,3,3
59658,10259,EPL Ecoplug Krishna Haveli 1,DC,120.0,22.0,INR,₹,₹ 22.0,15/05/2026,2,0
59659,10260,"EPL Ecoplug The Prince Highway Hotel, 1",DC,240.0,22.0,INR,₹,₹ 22.0,20/05/2026,2,2
67874,10260,EPL Ecoplug The Prince Highway Hotel 2,AC,26.0,20.0,INR,₹,₹ 20.0,09/05/2026,3,3
59660,10261,EPL Ecoplug Mansa Mahal 1,DC,118.0,22.0,INR,₹,₹ 22.0,14/05/2026,2,0
67591,10261,EPL Ecoplug Mansa Mahal 2,AC,26.0,20.0,INR,₹,₹ 20.0,17/03/2026,3,0
59661,10262,"EPL Ecoplug Deep Hotel & Restaurant, 1",DC,118.0,22.0,INR,₹,₹ 22.0,21/05/2026,2,2
67917,10262,EPL Ecoplug Deep Hotel & Restaurant 2,AC,26.0,20.0,INR,₹,₹ 20.0,03/05/2026,3,3
59662,10263,EPL Ecoplug Kanak Dhaba 1,DC,120.0,22.0,INR,₹,₹ 22.0,20/05/2026,2,0
69938,10263,EPL Ecoplug Kanak Dhaba 2,AC,26.0,20.0,INR,₹,₹ 20.0,13/05/2026,3,0
60906,10264,MUNSHILAL DURGAPRASAD,DC,60.0,14.0,INR,₹,₹ 14.0,01/05/2026,2,0
59664,10265,GNT MH | Wai | Hotel Aaram Regency 1,DC,120.0,18.0,INR,₹,₹ 18.0,20/05/2026,2,2
59663,10266,GNT RJ | Hamirgarh | Hotel Green Plaza 1,DC,120.0,23.1,INR,₹,₹ 23.1,20/05/2026,2,0
59665,10267,GNT TN | Paiyur | Café 66 & VARUN'S Restaurant 1,DC,120.0,21.0,INR,₹,₹ 21.0,03/04/2026,2,0
69279,10267,GNT TN | Paiyur | Café 66 & VARUN'S Restaurant 2,DC,120.0,22.05,INR,₹,₹ 22.05,,2,0
59666,10268,GNT AP | Pudicherla | H8 Restaurant 1,DC,120.0,18.0,INR,₹,₹ 18.0,21/05/2026,2,2
59667,10269,GNT RJ | Shishod | Neel-Gagan Punjabi Dhaba 1,DC,120.0,21.0,INR,₹,₹ 21.0,20/05/2026,2,1
59668,10270,GNT AP | Ramarajupalle | Hotel Ravi Teja 1,DC,120.0,21.0,INR,₹,₹ 21.0,20/05/2026,2,1
59669,10271,GNT KA | Mathikere | Siri Restaurant Veg & Nonveg 1,DC,240.0,18.0,INR,₹,₹ 18.0,20/05/2026,2,2
59670,10272,GNT MP | Dhodar | Hotel Green Plaza 1,DC,120.0,21.0,INR,₹,₹ 21.0,19/05/2026,2,2
59671,10273,GNT TN | Thiyagarsanapalli | Kasturi Bhavan Restaurant (Hotel Seasons) 1,DC,120.0,18.0,INR,₹,₹ 18.0,20/05/2026,2,2
59672,10274,GNT MH | Kolad | Shreekar The Dhaba 1,DC,120.0,23.1,INR,₹,₹ 23.1,18/05/2026,2,0
69282,10274,GNT MH | Kolad | Shreekar The Dhaba 2,DC,120.0,22.05,INR,₹,₹ 22.05,,2,0
59673,10275,GNT TS | Jadcherla | BlueFox 1,DC,120.0,18.0,INR,₹,₹ 18.0,21/05/2026,2,2
69813,10275,GNT TS | Jadcherla | BlueFox 2,DC,120.0,22.05,INR,₹,₹ 22.05,,2,0
59674,10276,"GNT AP | Palamaner | Amarnath Yummy Foods, Village Foods-Millet Foods 1",DC,120.0,18.0,INR,₹,₹ 18.0,20/05/2026,2,2
59676,10278,GNT MH | Rajapur | Hotel Gurumauli 1,DC,120.0,24.09,INR,₹,₹ 24.09,13/05/2026,2,0
69284,10278,GNT MH | Rajapur | Hotel Gurumauli 2,DC,120.0,22.05,INR,₹,₹ 22.05,,2,0
59677,10279,AMARJYOTHY FILLING STATION,DC,120.0,14.0,INR,₹,₹ 14.0,21/05/2026,2,1
59678,10280,DAHISAR SERVICE STATON,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59711,10298,SATNA FUELS,DC,120.0,14.0,INR,₹,₹ 14.0,12/02/2026,2,0
59719,10302,TCZ KL | Calicut | KVR Hyundai 1,DC,60.0,21.0,INR,₹,₹ 21.0,,2,0
59720,10303,TCZ KL | Kollam | Chungath Sprise Hyundai S7246 1,DC,60.0,21.0,INR,₹,₹ 21.0,,2,0
59722,10305,BHAI KULDEEP SINGH FILLING STATION,DC,120.0,14.0,INR,₹,₹ 14.0,21/05/2026,2,2
59723,10306,DEVRAJ FUELS,DC,120.0,14.0,INR,₹,₹ 14.0,17/10/2025,2,0
59724,10307,2009342-SARPANCH PETRO SERVICES - ADHOC,DC,120.0,14.0,INR,₹,₹ 14.0,21/05/2026,2,2
59725,10308,2009652-GOPINATH LALBIHARI,DC,120.0,14.0,INR,₹,₹ 14.0,,2,0
59728,10309,KALYANI PETROLEUM,DC,60.0,14.0,INR,₹,₹ 14.0,20/05/2026,2,2
59729,10310,LINK ROAD SS,DC,60.0,14.0,INR,₹,₹ 14.0,21/05/2026,2,2
59730,10311,HALOLI FUEL CENTRE,DC,120.0,14.0,INR,₹,₹ 14.0,14/06/2025,2,0
59731,10312,OMKAR PETRO CENTRE,DC,120.0,14.0,INR,₹,₹ 14.0,21/05/2026,2,2
59732,10313,NEBUS SERVICE STATION,DC,120.0,14.0,INR,₹,₹ 14.0,21/05/2026,2,2
59733,10314,129873 TODERMAL SUFARSHMAL,DC,60.0,14.0,INR,₹,₹ 14.0,04/05/2026,2,2
59737,10315,HYD GJ | Varedia | Rudraksh Food Mall 2,DC,360.0,24.0,INR,₹,₹ 24.0,17/05/2026,2,1
60952,10315,HYD GJ | Varedia | Rudraksh Food Mall 3,DC,60.0,21.0,INR,₹,₹ 21.0,17/05/2026,1,1
59736,10316,HYD TN | Mettupatti | M.S. Shanmuganadar Mittai Kadai 1,DC,60.0,24.0,INR,₹,₹ 24.0,19/05/2026,2,2
59738,10317,EPL Ecoplug Hotel Tulsi  1,DC,238.0,22.0,INR,₹,₹ 22.0,20/05/2026,2,2
69927,10317,EPL Ecoplug Hotel Tulsi  2,AC,26.0,20.0,INR,₹,₹ 20.0,,3,3
59739,10318,EPL Ecoplug Hotel Kesarinandan 1,DC,120.0,22.0,INR,₹,₹ 22.0,20/05/2026,2,2
69931,10318,EPL Ecoplug Hotel Kesarinandan 2,AC,26.0,20.0,INR,₹,₹ 20.0,16/05/2026,3,3
59740,10319,Kargil Shaheed filling station,DC,30.0,14.0,INR,₹,₹ 14.0,19/01/2026,1,0
59860,10320,YESH SERVICE CENTER,DC,120.0,14.0,INR,₹,₹ 14.0,15/05/2026,2,0
59861,10321,33/11 KV Model Substation Erragadda,DC,60.0,13.0,INR,₹,₹ 13.0,21/05/2026,2,1
59862,10322,EPL Ecoplug Gopal Dhaba 1,DC,120.0,22.0,INR,₹,₹ 22.0,20/05/2026,2,2
62929,10322,EPL Ecoplug Gopal Dhaba 2,AC,7.0,22.0,INR,₹,₹ 22.0,,1,0
62930,10322,EPL Ecoplug Gopal Dhaba 3,AC,7.0,22.0,INR,₹,₹ 22.0,,1,0
62931,10322,EPL Ecoplug Gopal Dhaba 4,AC,18.0,22.0,INR,₹,₹ 22.0,,3,0
59863,10323,VER Indian Institute of Technology Gate 1,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59864,10323,VER Indian Institute of Technology Gate 2,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59865,10323,VER Indian Institute of Technology Gate 3,AC,7.0,16.95,INR,₹,₹ 16.95,09/08/2025,1,0
59866,10323,VER Indian Institute of Technology Gate 4,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59869,10324,VER ITI Flyover Jia Sarai 3,DC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59870,10324,VER ITI Flyover Jia Sarai 4,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59871,10325,VER JK Eco Force (Joy E-Bike) 1,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59872,10325,VER JK Eco Force (Joy E-Bike) 2,AC,7.0,16.95,INR,₹,₹ 16.95,,1,0
59873,10325,VER JK Eco Force (Joy E-Bike) 3,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59874,10326,VER Kavisha Amara 1,AC,3.0,21.18,INR,₹,₹ 21.18,,1,0
59875,10326,VER Kavisha Amara 2,AC,7.0,21.18,INR,₹,₹ 21.18,,1,0
59876,10326,VER Kavisha Amara 3,AC,3.0,21.18,INR,₹,₹ 21.18,,1,0
59877,10327,VER Kesardhani Resort 1,DC,30.0,16.95,INR,₹,₹ 16.95,07/10/2025,1,0
59878,10327,VER Kesardhani Resort 2,DC,30.0,16.95,INR,₹,₹ 16.95,27/09/2025,1,0
59880,10329,VER Laxmi Food Inn 1,AC,3.0,18.64,INR,₹,₹ 18.64,17/07/2025,1,1
59881,10329,VER Laxmi Food Inn 2,AC,3.0,18.64,INR,₹,₹ 18.64,,1,1
59882,10329,VER Laxmi Food Inn 3,AC,3.0,18.64,INR,₹,₹ 18.64,,1,1
59883,10329,VER Laxmi Food Inn 4,AC,7.0,18.64,INR,₹,₹ 18.64,,1,0
59884,10330,"VER Madhubhan Resort & Spa, Anand 1",AC,7.0,0.0,INR,₹,₹ 0,,1,0
59887,10330,"VER Madhubhan Resort & Spa, Anand 2",AC,7.0,0.0,INR,₹,₹ 0,,1,0
59885,10331,VER Rama Market Munirka 1,DC,3.0,16.95,INR,₹,₹ 16.95,13/07/2025,1,0
59888,10331,VER Rama Market Munirka 3,DC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59886,10331,VER Rama Market Munirka 2,AC,7.0,16.95,INR,₹,₹ 16.95,,1,0
59889,10332,VER Pragati Empire IT Park 1,AC,7.0,16.95,INR,₹,₹ 16.95,,1,0
59890,10332,VER Pragati Empire IT Park 2,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59893,10332,VER Pragati Empire IT Park 3,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59891,10333,VER King’s Kraft Hotel Rajkot 1,DC,30.0,16.95,INR,₹,₹ 16.95,19/01/2026,1,0
59895,10333,VER King’s Kraft Hotel Rajkot 2,DC,30.0,16.95,INR,₹,₹ 16.95,07/01/2026,1,0
59892,10334,VER Service Force Om Auto 1,AC,7.0,16.95,INR,₹,₹ 16.95,,1,0
59894,10334,VER Service Force Om Auto 2,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59896,10334,VER Service Force Om Auto 3,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59897,10335,"VER Makarpura, GIDC, Vadodara 1",AC,7.0,0.0,INR,₹,₹ 0,,1,0
59902,10336,VER The Grand Bansi Hotel 2,DC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59908,10336,VER The Grand Bansi Hotel 3,DC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59898,10336,VER The Grand Bansi Hotel 1,AC,7.0,16.95,INR,₹,₹ 16.95,27/05/2025,1,0
59899,10337,VER Opposite Crime Branch Delhi 1,AC,7.0,16.95,INR,₹,₹ 16.95,,1,0
59904,10337,VER Opposite Crime Branch Delhi 2,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59912,10337,VER Opposite Crime Branch Delhi 3,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59900,10338,VER Muni Seva Ashram 1,AC,7.0,0.0,INR,₹,₹ 0,28/04/2026,1,1
59903,10338,VER Muni Seva Ashram 2,AC,7.0,0.0,INR,₹,₹ 0,15/11/2025,1,1
59901,10339,VER Ramdev Welding 1,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59907,10339,VER Ramdev Welding 2,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59913,10339,VER Ramdev Welding 3,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59905,10340,VER Purana Qila (Opposite Pragati Maidan) 1,AC,7.0,16.95,INR,₹,₹ 16.95,,1,0
59910,10340,VER Purana Qila (Opposite Pragati Maidan) 2,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59914,10340,VER Purana Qila (Opposite Pragati Maidan) 3,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59917,10340,VER Purana Qila (Opposite Pragati Maidan) 4,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59911,10341,VER Kings Kraft - Hotel Park Executive 2,DC,30.0,16.95,INR,₹,₹ 16.95,17/02/2026,1,1
59909,10342,VER Shree Balaji Motors - Piaggio Electrik 1,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59915,10342,VER Shree Balaji Motors - Piaggio Electrik 2,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59919,10342,VER Shree Balaji Motors - Piaggio Electrik 3,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59916,10343,VER Metro Pillar Number 82 1,AC,3.0,16.95,INR,₹,₹ 16.95,06/09/2025,1,0
59918,10343,VER Metro Pillar Number 82 2,AC,7.0,16.95,INR,₹,₹ 16.95,08/09/2025,1,0
59921,10343,VER Metro Pillar Number 82 3,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59926,10344,VER Nelson Mandela Marg 3,AC,7.0,16.95,INR,₹,₹ 16.95,,1,0
59932,10344,VER Nelson Mandela Marg 4,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59923,10345,VER The Park Executive Hotel 1,AC,7.0,16.95,INR,₹,₹ 16.95,,1,0
59929,10345,VER The Park Executive Hotel 2,AC,7.0,16.95,INR,₹,₹ 16.95,,1,0
59925,10346,VER Service Force Patel Auto clinic 1,AC,7.0,16.95,INR,₹,₹ 16.95,,1,0
59930,10346,VER Service Force Patel Auto clinic 2,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59935,10346,VER Service Force Patel Auto clinic 3,AC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59927,10347,VER Orsang Camp 1,AC,7.0,16.95,INR,₹,₹ 16.95,,1,0
59933,10347,VER Orsang Camp 2,AC,7.0,16.95,INR,₹,₹ 16.95,,1,0
59928,10348,VER KKB Rio Colina - Club & Villa 1,AC,7.0,16.95,INR,₹,₹ 16.95,,1,0
59936,10349,VER PVR Vikaspuri  2,DC,3.0,16.95,INR,₹,₹ 16.95,,1,0
59938,10349,VER PVR Vikaspuri  3,DC,3.0,16.95,INR,₹,₹ 16.95,,1,0
